Order ID,Order Date,Order Day,Order Weekday,Order Month,Order Year,Order Quarter,Ship Date,Ship Day,Ship Weekday,Ship Month,Ship Year,Ship Quarter,Delivery Time,Ship Mode,Customer ID,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Price per Piece,Profit per Piece
CA-2014-122504,2014-11-08,8,Saturday,11,2014,4,2014-11-13,13,Thursday,11,2014,4,5,Second Class,DB-13270,Home Office,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,0.0,13.7931,19.99,4.597700000000001
CA-2014-122504,2014-11-08,8,Saturday,11,2014,4,2014-11-13,13,Thursday,11,2014,4,5,Second Class,DB-13270,Home Office,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,0.2,66.6351,108.792,9.5193
CA-2011-131051,2011-12-01,1,Thursday,12,2011,4,2011-12-05,5,Monday,12,2011,4,4,Standard Class,TR-21325,Consumer,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,0.0,28.518,19.400000000000002,9.506
CA-2014-140676,2014-09-13,13,Saturday,9,2014,3,2014-09-16,16,Tuesday,9,2014,3,3,First Class,BF-11080,Consumer,Baltimore,Maryland,21215,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0.0,19.95,7.9799999999999995,3.9899999999999998
CA-2014-140676,2014-09-13,13,Saturday,9,2014,3,2014-09-16,16,Tuesday,9,2014,3,3,First Class,BF-11080,Consumer,Baltimore,Maryland,21215,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0.0,26.3494,12.98,3.7641999999999998
CA-2014-140676,2014-09-13,13,Saturday,9,2014,3,2014-09-16,16,Tuesday,9,2014,3,3,First Class,BF-11080,Consumer,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,5,0.0,45.528,18.97,9.105599999999999
CA-2012-120103,2012-12-24,24,Monday,12,2012,4,2012-12-29,29,Saturday,12,2012,4,5,Standard Class,MS-17365,Consumer,Phoenix,Arizona,85023,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,7,0.2,37.1812,15.176,5.311599999999999
CA-2012-120103,2012-12-24,24,Monday,12,2012,4,2012-12-29,29,Saturday,12,2012,4,5,Standard Class,MS-17365,Consumer,Phoenix,Arizona,85023,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,2,0.2,11.1984,55.992,5.5992
CA-2012-120103,2012-12-24,24,Monday,12,2012,4,2012-12-29,29,Saturday,12,2012,4,5,Standard Class,MS-17365,Consumer,Phoenix,Arizona,85023,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,3.856,0.8676
CA-2014-104647,2014-02-24,24,Monday,2,2014,1,2014-03-02,2,Sunday,3,2014,1,6,Standard Class,CK-12595,Consumer,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",37.44,6,0.0,16.848,6.239999999999999,2.808
CA-2011-110352,2011-11-23,23,Wednesday,11,2011,4,2011-11-29,29,Tuesday,11,2011,4,6,Standard Class,ED-13885,Home Office,Houston,Texas,77036,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88,11.84,4.44
CA-2013-140501,2013-06-24,24,Monday,6,2013,2,2013-06-29,29,Saturday,6,2013,2,5,Standard Class,IM-15070,Consumer,New York City,New York,10009,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,4,0.0,56.1752,30.53,14.0438
CA-2013-140501,2013-06-24,24,Monday,6,2013,2,2013-06-29,29,Saturday,6,2013,2,5,Standard Class,IM-15070,Consumer,New York City,New York,10009,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45,5,0.0,8.6715,3.69,1.7343
CA-2013-140501,2013-06-24,24,Monday,6,2013,2,2013-06-29,29,Saturday,6,2013,2,5,Standard Class,IM-15070,Consumer,New York City,New York,10009,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0.0,38.988,64.97999999999999,7.7976
CA-2013-140501,2013-06-24,24,Monday,6,2013,2,2013-06-29,29,Saturday,6,2013,2,5,Standard Class,IM-15070,Consumer,New York City,New York,10009,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,146.73,3,0.0,68.9631,48.91,22.9877
CA-2013-140501,2013-06-24,24,Monday,6,2013,2,2013-06-29,29,Saturday,6,2013,2,5,Standard Class,IM-15070,Consumer,New York City,New York,10009,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.96,2,0.0,1.4652,1.98,0.7326
CA-2012-139290,2012-10-26,26,Friday,10,2012,4,2012-10-30,30,Tuesday,10,2012,4,4,Standard Class,MY-17380,Corporate,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,5.76,2,0.0,2.6496,2.88,1.3248
CA-2014-166142,2014-07-16,16,Wednesday,7,2014,3,2014-07-20,20,Sunday,7,2014,3,4,Standard Class,MM-17260,Consumer,Wilmington,Delaware,19805,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,3,0.0,13.0095,8.85,4.3365
CA-2014-166142,2014-07-16,16,Wednesday,7,2014,3,2014-07-20,20,Sunday,7,2014,3,4,Standard Class,MM-17260,Consumer,Wilmington,Delaware,19805,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,0.3,-48.7839,103.481,-16.261300000000002
CA-2011-145926,2011-11-17,17,Thursday,11,2011,4,2011-11-21,21,Monday,11,2011,4,4,Standard Class,MP-17470,Home Office,Moorhead,Minnesota,56560,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9,5,0.0,81.583,95.97999999999999,16.3166
CA-2012-149678,2012-04-13,13,Friday,4,2012,2,2012-04-15,15,Sunday,4,2012,2,2,Second Class,AW-10840,Consumer,Farmington,New Mexico,87401,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,1,0.0,0.3864,12.88,0.3864
US-2012-164357,2012-11-25,25,Sunday,11,2012,4,2012-11-29,29,Thursday,11,2012,4,4,Standard Class,SF-20065,Consumer,Wilmington,North Carolina,28403,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,13.12,5,0.2,1.476,2.6239999999999997,0.2952
US-2013-146570,2013-05-16,16,Thursday,5,2013,2,2013-05-21,21,Tuesday,5,2013,2,5,Standard Class,SN-20710,Home Office,Jackson,Mississippi,39212,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,0.0,240.5648,63.98,30.0706
US-2013-146570,2013-05-16,16,Thursday,5,2013,2,2013-05-21,21,Tuesday,5,2013,2,5,Standard Class,SN-20710,Home Office,Jackson,Mississippi,39212,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,0.0,25.7488,22.99,6.4372
US-2013-146570,2013-05-16,16,Thursday,5,2013,2,2013-05-21,21,Tuesday,5,2013,2,5,Standard Class,SN-20710,Home Office,Jackson,Mississippi,39212,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0.0,2.1684,2.78,0.7228
CA-2014-124401,2014-09-08,8,Monday,9,2014,3,2014-09-13,13,Saturday,9,2014,3,5,Standard Class,RD-19900,Consumer,Portland,Oregon,97206,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,37.68,3,0.2,2.355,12.56,0.785
CA-2014-124401,2014-09-08,8,Monday,9,2014,3,2014-09-13,13,Saturday,9,2014,3,5,Standard Class,RD-19900,Consumer,Portland,Oregon,97206,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,0.2,80.4839,39.992000000000004,11.4977
US-2011-140116,2011-03-10,10,Thursday,3,2011,1,2011-03-17,17,Thursday,3,2011,1,7,Standard Class,KT-16480,Consumer,Denver,Colorado,80219,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,3,0.2,-15.9102,212.136,-5.3034
US-2011-140116,2011-03-10,10,Thursday,3,2011,1,2011-03-17,17,Thursday,3,2011,1,7,Standard Class,KT-16480,Consumer,Denver,Colorado,80219,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,4,0.2,9.3564,20.792,2.3391
CA-2011-123295,2011-07-18,18,Monday,7,2011,3,2011-07-18,18,Monday,7,2011,3,0,Same Day,AH-10120,Home Office,Tucson,Arizona,85705,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,0.2,-25.9136,64.784,-6.4784
CA-2014-167101,2014-03-25,25,Tuesday,3,2014,1,2014-03-29,29,Saturday,3,2014,1,4,Second Class,BM-11650,Corporate,New York City,New York,10009,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,4,0.0,106.5216,55.48,26.6304
CA-2014-167101,2014-03-25,25,Tuesday,3,2014,1,2014-03-29,29,Saturday,3,2014,1,4,Second Class,BM-11650,Corporate,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2,0.0,11.7,13.0,5.85
US-2011-167633,2011-09-30,30,Friday,9,2011,3,2011-10-05,5,Wednesday,10,2011,4,5,Standard Class,BW-11200,Consumer,Boynton Beach,Florida,33437,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,15.552,3,0.2,5.4432,5.184,1.8144
US-2011-152723,2011-09-26,26,Monday,9,2011,3,2011-09-26,26,Monday,9,2011,3,0,Same Day,HG-14965,Corporate,Mesquite,Texas,75150,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,1,0.8,-1.4016,0.876,-1.4016
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98,1,0.0,9.3906,19.98,9.3906
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485,132.784,41.495
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,5.04,3,0.0,1.26,1.68,0.42
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45,5,0.0,8.027,3.4899999999999998,1.6054
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196,80.784,5.049
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,0.0,8.019,9.9,2.673
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1295.84,4,0.2,145.782,323.96,36.4455
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,46.84,2,0.0,12.6468,23.42,6.3234
CA-2012-164882,2012-10-31,31,Wednesday,10,2012,4,2012-10-31,31,Wednesday,10,2012,4,0,Same Day,SG-20080,Consumer,Redlands,California,92374,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833,1,0.15,20.0392,425.833,20.0392
CA-2012-159786,2012-10-12,12,Friday,10,2012,4,2012-10-17,17,Wednesday,10,2012,4,5,Second Class,RK-19300,Consumer,Rochester,New York,14609,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67,1,0.4,-13.978,209.67,-13.978
CA-2013-130267,2013-09-20,20,Friday,9,2013,3,2013-09-24,24,Tuesday,9,2013,3,4,Standard Class,SW-20245,Consumer,Stockton,California,95207,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7,0.0,73.5448,22.84,10.5064
CA-2014-155460,2014-04-14,14,Monday,4,2014,2,2014-04-16,16,Wednesday,4,2014,2,2,First Class,RW-19630,Corporate,Seattle,Washington,98105,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376,5.28,2.376
CA-2014-155460,2014-04-14,14,Monday,4,2014,2,2014-04-16,16,Wednesday,4,2014,2,2,First Class,RW-19630,Corporate,Seattle,Washington,98105,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,179.184,60.474599999999995
US-2014-168690,2014-01-08,8,Wednesday,1,2014,1,2014-01-14,14,Tuesday,1,2014,1,6,Standard Class,TS-21085,Consumer,Ormond Beach,Florida,32174,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656,0.9359999999999999,-0.6552
CA-2014-158246,2014-11-10,10,Monday,11,2014,4,2014-11-12,12,Wednesday,11,2014,4,2,First Class,JB-15400,Corporate,Sunnyvale,California,94086,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997,71.992,-0.8999
CA-2014-167381,2014-09-23,23,Tuesday,9,2014,3,2014-09-25,25,Thursday,9,2014,3,2,Second Class,EH-14005,Home Office,Lansing,Michigan,48911,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,2,0.0,41.1332,120.98,20.5666
CA-2014-167381,2014-09-23,23,Tuesday,9,2014,3,2014-09-25,25,Thursday,9,2014,3,2,Second Class,EH-14005,Home Office,Lansing,Michigan,48911,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72,9,0.0,13.3056,3.08,1.4784
CA-2014-144862,2014-12-02,2,Tuesday,12,2014,4,2014-12-06,6,Saturday,12,2014,4,4,Standard Class,EH-14005,Home Office,Philadelphia,Pennsylvania,19143,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68,5,0.2,35.3295,20.936,7.065900000000001
CA-2014-144862,2014-12-02,2,Tuesday,12,2014,4,2014-12-06,6,Saturday,12,2014,4,4,Standard Class,EH-14005,Home Office,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.958,7,0.4,9.4437,8.994,1.3491
CA-2011-126032,2011-06-23,23,Thursday,6,2011,2,2011-06-28,28,Tuesday,6,2011,2,5,Standard Class,BS-11665,Consumer,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376,3,0.2,1.0797,28.792,0.35990000000000005
CA-2012-134859,2012-10-04,4,Thursday,10,2012,4,2012-10-09,9,Tuesday,10,2012,4,5,Standard Class,JK-16120,Home Office,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",64.944,3,0.2,6.4944,21.648,2.1648
CA-2012-134859,2012-10-04,4,Thursday,10,2012,4,2012-10-09,9,Tuesday,10,2012,4,5,Standard Class,JK-16120,Home Office,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,20.736,4,0.2,7.2576,5.184,1.8144
US-2011-114188,2011-05-20,20,Friday,5,2011,2,2011-05-22,22,Sunday,5,2011,2,2,Second Class,RF-19345,Corporate,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0.0,9.3184,8.32,2.3296
US-2011-114188,2011-05-20,20,Friday,5,2011,2,2011-05-22,22,Sunday,5,2011,2,2,Second Class,RF-19345,Corporate,Dover,New Hampshire,3820,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,0.0,11.9412,4.28,1.3268
US-2011-114188,2011-05-20,20,Friday,5,2011,2,2011-05-22,22,Sunday,5,2011,2,2,Second Class,RF-19345,Corporate,Dover,New Hampshire,3820,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0.0,60.1398,19.98,8.5914
CA-2012-156524,2012-11-20,20,Tuesday,11,2012,4,2012-11-26,26,Monday,11,2012,4,6,Standard Class,DL-12865,Consumer,New York City,New York,10011,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039,6.55,3.013
CA-2012-122210,2012-11-30,30,Friday,11,2012,4,2012-12-04,4,Tuesday,12,2012,4,4,Standard Class,WB-21850,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,152.991,3,0.7,-122.3928,50.99700000000001,-40.797599999999996
CA-2012-122210,2012-11-30,30,Friday,11,2012,4,2012-12-04,4,Tuesday,12,2012,4,4,Standard Class,WB-21850,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,0.2,-2.3814,1.512,-0.3402
CA-2012-122210,2012-11-30,30,Friday,11,2012,4,2012-12-04,4,Tuesday,12,2012,4,4,Standard Class,WB-21850,Consumer,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,94.92,4,0.4,15.82,23.73,3.955
CA-2012-156377,2012-12-31,31,Monday,12,2012,4,2013-01-05,5,Saturday,1,2013,1,5,Standard Class,TB-21625,Consumer,Grand Prairie,Texas,75051,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.6,-11.439,2.952,-2.2878
CA-2012-156377,2012-12-31,31,Monday,12,2012,4,2013-01-05,5,Saturday,1,2013,1,5,Standard Class,TB-21625,Consumer,Grand Prairie,Texas,75051,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,4,0.8,-5.8496,0.914,-1.4624
US-2014-157896,2014-11-17,17,Monday,11,2014,4,2014-11-17,17,Monday,11,2014,4,0,Same Day,CB-12415,Consumer,New York City,New York,10009,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0.0,73.41,48.94,24.47
CA-2011-159520,2011-06-06,6,Monday,6,2011,2,2011-06-11,11,Saturday,6,2011,2,5,Standard Class,GT-14635,Corporate,Long Beach,New York,11561,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.544,9,0.2,50.4711,16.616,5.6079
CA-2011-159520,2011-06-06,6,Monday,6,2011,2,2011-06-11,11,Saturday,6,2011,2,5,Standard Class,GT-14635,Corporate,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,2,0.0,4.4564,8.57,2.2282
CA-2011-159520,2011-06-06,6,Monday,6,2011,2,2011-06-11,11,Saturday,6,2011,2,5,Standard Class,GT-14635,Corporate,Long Beach,New York,11561,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,3,0.4,-347.1174,330.588,-115.7058
CA-2013-155481,2013-09-02,2,Monday,9,2013,3,2013-09-06,6,Friday,9,2013,3,4,Standard Class,DK-13225,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,0.2,9.906,5.08,1.651
CA-2013-155481,2013-09-02,2,Monday,9,2013,3,2013-09-06,6,Friday,9,2013,3,4,Standard Class,DK-13225,Corporate,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2,0.4,-4.7976,11.994,-2.3988
CA-2013-155481,2013-09-02,2,Monday,9,2013,3,2013-09-06,6,Friday,9,2013,3,4,Standard Class,DK-13225,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,7,0.2,5.4236,2.384,0.7748
US-2013-152051,2013-06-26,26,Wednesday,6,2013,2,2013-06-30,30,Sunday,6,2013,2,4,Standard Class,TS-21160,Corporate,York,Pennsylvania,17403,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,3,0.3,-18.0882,140.686,-6.0294
US-2013-152051,2013-06-26,26,Wednesday,6,2013,2,2013-06-30,30,Sunday,6,2013,2,4,Standard Class,TS-21160,Corporate,York,Pennsylvania,17403,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4,0.7,-27.9312,9.522,-6.9828
US-2013-152051,2013-06-26,26,Wednesday,6,2013,2,2013-06-30,30,Sunday,6,2013,2,4,Standard Class,TS-21160,Corporate,York,Pennsylvania,17403,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,6,0.2,-50.8704,42.392,-8.478399999999999
CA-2011-141607,2011-12-12,12,Monday,12,2011,4,2011-12-17,17,Saturday,12,2011,4,5,Standard Class,WB-21850,Consumer,Concord,California,94521,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,0.0,4.331,43.31,4.331
CA-2014-102771,2014-04-01,1,Tuesday,4,2014,2,2014-04-06,6,Sunday,4,2014,2,5,Standard Class,DO-13435,Consumer,New York City,New York,10035,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,5,0.0,22.087,16.990000000000002,4.4174
US-2014-139969,2014-11-20,20,Thursday,11,2014,4,2014-11-27,27,Thursday,11,2014,4,7,Standard Class,AF-10870,Consumer,College Station,Texas,77840,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058,3,0.3,-53.2704,77.68599999999999,-17.756800000000002
CA-2011-167360,2011-11-24,24,Thursday,11,2011,4,2011-11-29,29,Tuesday,11,2011,4,5,Second Class,RB-19435,Consumer,Saint Louis,Missouri,63116,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7,0.0,43.5981,15.97,6.2283
CA-2012-123505,2012-11-22,22,Thursday,11,2012,4,2012-11-26,26,Monday,11,2012,4,4,Standard Class,AR-10540,Consumer,Quincy,Massachusetts,2169,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,3,0.0,7.0218,4.9799999999999995,2.3406
CA-2013-117282,2013-07-15,15,Monday,7,2013,3,2013-07-19,19,Friday,7,2013,3,4,Standard Class,DR-12880,Corporate,New York City,New York,10009,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,5.133,7.08,2.5665
US-2013-120460,2013-05-01,1,Wednesday,5,2013,2,2013-05-06,6,Monday,5,2013,2,5,Standard Class,BF-11170,Home Office,Dallas,Texas,75081,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736,7.5360000000000005,-3.3912
CA-2013-111115,2013-07-26,26,Friday,7,2013,3,2013-07-28,28,Sunday,7,2013,3,2,Second Class,LB-16735,Consumer,Los Angeles,California,90032,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,21.48,6,0.0,10.74,3.58,1.79
CA-2011-124646,2011-06-22,22,Wednesday,6,2011,2,2011-06-24,24,Friday,6,2011,2,2,First Class,DV-13465,Consumer,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,0.0,167.27,0.0
CA-2011-124646,2011-06-22,22,Wednesday,6,2011,2,2011-06-24,24,Friday,6,2011,2,2,First Class,DV-13465,Consumer,Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.7164,53.98,3.2388
CA-2014-148166,2014-10-22,22,Wednesday,10,2014,4,2014-10-27,27,Monday,10,2014,4,5,Standard Class,NK-18490,Home Office,Deltona,Florida,32725,South,OFF-AR-10004956,Office Supplies,Art,Newell 33,17.856,4,0.2,2.0088,4.464,0.5022
CA-2013-159737,2013-09-04,4,Wednesday,9,2013,3,2013-09-10,10,Tuesday,9,2013,3,6,Standard Class,CS-11950,Consumer,Chicago,Illinois,60610,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3,0.8,-14.9736,2.936,-4.9912
CA-2013-141019,2013-05-15,15,Wednesday,5,2013,2,2013-05-15,15,Wednesday,5,2013,2,0,Same Day,LH-17155,Consumer,Cincinnati,Ohio,45231,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,0.2,29.769,79.384,29.769
CA-2013-101938,2013-01-07,7,Monday,1,2013,1,2013-01-12,12,Saturday,1,2013,1,5,Standard Class,DW-13480,Home Office,Oakland,California,94601,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,0.0,10.0282,34.58,10.0282
CA-2014-166296,2014-03-14,14,Friday,3,2014,1,2014-03-20,20,Thursday,3,2014,1,6,Standard Class,KF-16285,Home Office,Manteca,California,95336,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,0.0,150.984,104.85000000000001,50.328
